author,body,datalegacylang,clean_text,speech_category
Arora1881,Chinese government gives 0 fucks about animals. People are learning torturing tactics by practicing them on cats and dogs. It won't be surprising at all if they started using the same on humans soon because you have to be deranged to find this fun. #FUCKCHINA #cats #dogs,en,chinese government gives 0 fucks about animals. people are learning torturing tactics by practicing them on cats and dogs. it won't be surprising at all if they started using the same on humans soon because you have to be deranged to find this fun. cats dogs,Hate Speech
DreamingDavey,"Jeff’s right, the libtarded leftists only want your destruction to come faster, tell em to get fucked like this retard. #FuckAllCADGovt 🖕🏼🇨🇦 #ResistTheLeft #FuckChina 🖕🏼🇨🇳",en,"jeffs right, the libtarded leftists only want your destruction to come faster, tell em to get fucked like this retard. fuckallcadgovt resisttheleft",Hate Speech
DreamingDavey,"@josephMuztich Everything in China is.. 💀🖕🏼🇨🇳 #FuckChina also consent age, is 14. 💀",en,"everything in china is.. also consent age, is 14.",Hate Speech
titan_koriander,"Shut up, hoE!\n\n#FuckChina",en,"shut up, hoe!",Hate Speech
titan_koriander,Japan number one!\n\n#Fuckchina,en,japan number one!,Hate Speech
DreamingDavey,I hope they do end sports and we get annexed! 👌🏼 #FuckChina #FuckCanada #51stStates 🖕🏼🇨🇦🖕🏼🇨🇳       ❤️🇺🇸 we want off this ride! #AnnexCanada,en,i hope they do end sports and we get annexed! fuckcanada 51ststates we want off this ride! annexcanada,Hate Speech
DreamingDavey,"More Nazis meeting with more communists! In case you haven’t got the memo yet, ITS US VS THEM! #FuckTheEU #FuckChina #FuckCanada 🖕🏼🇨🇳🇨🇦 #FreedomOrDie",en,"more nazis meeting with more communists! in case you havent got the memo yet, its us vs them! fucktheeu fuckcanada freedomordie",Extreme Speech
DreamingDavey,"Fuck you carney, and fuck you to then Canada 😂🖕🏼🇨🇦 I won’t allow terrorists at my doorstep hurting my family you crooked fuck! 🖕🏼🇨🇦 #FuckIslam #FuckChina #FuckCanada #51stStates 🇺🇸 https://t.co/frsohX5f82",en,"fuck you carney, and fuck you to then canada i wont allow terrorists at my doorstep hurting my family you crooked fuck! fuckislam fuckcanada 51ststates",Hate Speech
DreamingDavey,"Wackos already everywhere, we look just like Boston, or Tampa, only with less guns and more wokeness filth. 💀 #FuckAllCADGovt 🖕🏼🇨🇦#FuckTheLeft #FuckChina 🖕🏼🇨🇳",en,"wackos already everywhere, we look just like boston, or tampa, only with less guns and more wokeness filth. fuckallcadgovt fucktheleft",Hate Speech
DreamingDavey,@MarkJCarney “So strong” 🖕🏼🇨🇦🖕🏼🇨🇳 you wouldn’t know real strength if you conquered you tomorrow treasonous WEF Nazi! 🖕🏼#FuckAllCADGovt #FuckChina 🖕🏼🇨🇳 https://t.co/gKDXp1zYUg,en,so strong you wouldnt know real strength if you conquered you tomorrow treasonous wef nazi! fuckallcadgovt,Hate Speech
Vince17pul,Iranian people and anyone who condemns the terrorism in the world has to ban Chinese products as China has been a supporter of the Islamic regime for long and now is sending them missiles.\n#fuckchina \n#IranMassacre \n#IranianRevolution2026 \n#R2Pforlran,en,iranian people and anyone who condemns the terrorism in the world has to ban chinese products as china has been a supporter of the islamic regime for long and now is sending them missiles. iranmassacre iranianrevolution2026 r2pforlran,Hate Speech
DreamingDavey,"Chinese games, apps, and all future development will be initially took as scams and frauds for you acc numbers. 🖕🏼🇨🇳 #FuckChina #AnnexCanada you’ve been warned. #FightNA https://t.co/Yh1O8t4C4j",en,"chinese games, apps, and all future development will be initially took as scams and frauds for you acc numbers. annexcanada youve been warned. fightna",Hate Speech
titan_koriander,You are the fake news wumao! Deport this shit @DFAPHL !!!\n\n#fuckchina,en,you are the fake news wumao! deport this shit !!!,Hate Grammar
DreamingDavey,They won’t leave anything alone everything is an add in Chinese or a scam or some overpriced junk now sadly. Canada is fucked. #AnnexCanada #FuckAllCADGovt 🖕🏼🇨🇦🖕🏼🇨🇳 #FuckChina,en,they wont leave anything alone everything is an add in chinese or a scam or some overpriced junk now sadly. canada is fucked. annexcanada fuckallcadgovt,Hate Speech
DreamingDavey,"TDS syndrome explained. 💀 We gotta wake these people up somehow, Chinas literally at your door! #FuckChina 🖕🏼🇨🇳",en,"tds syndrome explained. we gotta wake these people up somehow, chinas literally at your door!",Hate Speech
DreamingDavey,"It’s never made sense and the opportunity for Both N.A to have more freedom together is amazing, only our govt doesn’t want it, means less $! #FuckChina #FuckAllCADGovt 🖕🏼🇨🇳🇨🇦",en,"its never made sense and the opportunity for both n.a to have more freedom together is amazing, only our govt doesnt want it, means less $! fuckallcadgovt",Hate Speech
divatrader,#BuyLocal \n#BuyUSA\n#StopChina\n\nStop buying Chinese stocks\nSTOP funding a government that wants to destroy our way of life. \n\n#Amazon\nNeeds to tell people where the product is made &amp; coming from\n\n#Government\nStock using China to pump their prescriptions to US citizens.\n\n#Fentynal,en,buylocal buyusa stop buying chinese stocks stop funding a government that wants to destroy our way of life. amazon needs to tell people where the product is made &amp; coming from government stock using china to pump their prescriptions to us citizens. fentynal,Dangerous Speech
Miss_Stepny,"Beijing claims to bring 'development' to Tibet, but what have we gained? Surveillance, arrests, stolen land, and destroyed monasteries. This is not progress—it’s cultural genocide! #SaveTibet #StopChina",en,"beijing claims to bring 'development' to tibet, but what have we gained? surveillance, arrests, stolen land, and destroyed monasteries. this is not progressits cultural genocide! savetibet",Hate Speech
KinnoroM12816,"Look at the map of the so-called South China Sea, technically it is wrong to call it a South China Sea, rather it should be called the South East Asian Sea because it shares boundaries with those countries. 1/4\n#StopChina \n@JP_Quest @skyscraperfff  @TommyBaxendale @JILL69693 https://t.co/mjxAeUywF1",en,"look at the map of the so-called south china sea, technically it is wrong to call it a south china sea, rather it should be called the south east asian sea because it shares boundaries with those countries. 1/4",Hate Speech
Bhasundara1,"Beijing built walls, not bridges.\nTibetans don’t want digital surveillance, they want dignity.\nNo algorithm can predict a revolution that begins in the soul.\n#FreeTibetNow #StopChina https://t.co/lXod5xV4r8",en,"beijing built walls, not bridges. tibetans dont want digital surveillance, they want dignity. no algorithm can predict a revolution that begins in the soul. freetibetnow",Hate Speech
ChinaNet1234,"Beijing pretends to “champion free trade” in Lesotho while flooding poor nations with loans they can’t repay. Same old tactic: offer help, then own the resources &amp; ports! #ChinaAfrica #DebtColonialism #StopChina\n\n https://t.co/d7kIndYYid https://t.co/3wwXxRx1iv",en,"beijing pretends to champion free trade in lesotho while flooding poor nations with loans they cant repay. same old tactic: offer help, then own the resources &amp; ports! chinaafrica debtcolonialism",Hate Speech
ChinaNet1234,"The Chinese regime’s repression has no borders. From East Turkestan to Europe, silencing voices that speak for Uyghurs only exposes Beijing’s fear of truth. The world must stand with the victims, not the perpetrators. #StandWithUyghurs #HumanRights #StopChina",en,"the chinese regimes repression has no borders. from east turkestan to europe, silencing voices that speak for uyghurs only exposes beijings fear of truth. the world must stand with the victims, not the perpetrators. standwithuyghurs humanrights",Hate Speech
ZaroonKhan70,"Why’s the CCP flag waving at the #NoKings rally? \n\nOhh, My bad—China’s orchestrating it all, stoking Middle East wars and undermining U.S. democracy from within. The dragon’s playing a cunning game! #StopChina #SayNoToWar #IranvsIsrael \n@NoCCPGenocide \n@hongkongishere https://t.co/bTfE9MSUku",en,"whys the ccp flag waving at the nokings rally? ohh, my badchinas orchestrating it all, stoking middle east wars and undermining u.s. democracy from within. the dragons playing a cunning game! saynotowar iranvsisrael",Hate Speech
LimKong94,The Chinese regime’s use of AI for cyberattacks is a sinister tool of  control and oppression. We cannot allow their digital warfare to  undermine global peace and security. #StopChina,en,the chinese regimes use of ai for cyberattacks is a sinister tool of control and oppression. we cannot allow their digital warfare to undermine global peace and security.,Hate Speech
amirul_muh6,"Internal matter of China? how? Taiwan is an independent sovereign nation, and China is different. How can you claim such irresponsible intention, even if it were not meant seriously? 1/3\n\n#Taiwan #StopChina #BoycottChina \n\n@HKokbore @Maggie9993 @No_More_China https://t.co/b49hptwx0R",en,"internal matter of china? how? taiwan is an independent sovereign nation, and china is different. how can you claim such irresponsible intention, even if it were not meant seriously? 1/3 taiwan",Hate Speech
stanzinnangmo,"China’s Dam Diplomacy!\nBulldozing #Tibet’s ecology with a $167B mega-dam, Beijing plays god with Brahmaputra, risking millions of lives in India &amp; Bangladesh. \n#StopChina #FreeTibet\n\nChina Advances $167 Billion Tibetan Mega-Dam Despite Risks\nhttps://t.co/nWPc9HLcBq",en,"chinas dam diplomacy! bulldozing tibets ecology with a $167b mega-dam, beijing plays god with brahmaputra, risking millions of lives in india &amp; bangladesh. freetibet china advances $167 billion tibetan mega-dam despite risks",Hate Speech
Bhasundara1,"China is erasing Tibet’s culture—forcing Mandarin in schools, banning Buddhist teachings, and making Tibetans strangers in their own land. This is cultural genocide! 🚨 #StopChina https://t.co/2VKxlopJde",en,"china is erasing tibets cultureforcing mandarin in schools, banning buddhist teachings, and making tibetans strangers in their own land. this is cultural genocide!",Hate Speech
spurlockda,.We can protect Qatar (who is a terrorist haven for the likes of Hamas leaders and Muslim Brotherhood) but we can’t issue a similar position on Taiwan?  @POTUS please formally recognize Taiwan as an independent Nation! #StopChina,en,.we can protect qatar (who is a terrorist haven for the likes of hamas leaders and muslim brotherhood) but we cant issue a similar position on taiwan? please formally recognize taiwan as an independent nation!,Hate Speech
USAbest1forever,Chinese academics at top U.S. schools and labs were part of CCP’s infamous Thousand Talents Program\n#StopChina https://t.co/DT0M5biyrU via @JustTheNews,en,chinese academics at top u.s. schools and labs were part of ccps infamous thousand talents program via,Hate Speech
amirul_muh6,"China is trying to interfere in Taiwan's democracy, Reuters reports. China should stop interfering in the internal affairs of Taiwan. \n\nWhat if Japan interferes in the appointment of the CCP leaders in China? 1/3\n\n#StopChina #Taiwan \n\n@HKokbore @Maggie9993 @No_More_China https://t.co/ZKNlbUL53x",en,"china is trying to interfere in taiwan's democracy, reuters reports. china should stop interfering in the internal affairs of taiwan. what if japan interferes in the appointment of the ccp leaders in china? 1/3 taiwan",Hate Speech
1_Livid,"China says it’s combating terror, but Uyghur children locked in orphanages, parents jailed in camps—our culture erased piece by piece. #UyghurGenocide #StopChina https://t.co/JL48uEXAeE",en,"china says its combating terror, but uyghur children locked in orphanages, parents jailed in campsour culture erased piece by piece. uyghurgenocide",Hate Speech
Bhasundara1,Children in Tibet are being separated from families and put into state-run “boarding schools” for indoctrination.\nThis is forced assimilation — and it's happening now.\n#StopChina #FreeTibet https://t.co/v5vhluYWB0,en,children in tibet are being separated from families and put into state-run boarding schools for indoctrination. this is forced assimilation and it's happening now. freetibet,Hate Speech
